Unnamed: 0,source_id,source_name,author,title,description,url,urlToImage,publishedAt,content
10,,Gizmodo.com,Todd Feathers,Cybersecurity Experts Warn of DeepSeek Vulnerabilities as Governments Ban App,An analysis of DeepSeek's mobile application by the firm NowSecure revealed the app was transmitting data unencrypted.,https://gizmodo.com/cybersecurity-experts-warn-of-deepseek-vulnerabilities-as-governments-ban-app-2000561633,https://gizmodo.com/app/uploads/2025/01/DeepSeek-iPhone-App.jpg,2025-02-10 20:15:44+00:00,"A cybersecurity company is warning businesses and organizations not to use a popular app from the generative AI company DeepSeek, saying that the program contains a number of security vulnerabilities… [+2633 chars]"
11,fox-news,Fox News,Fox News Staff,Fox News AI Newsletter: Bill would ban DeepSeek,Stay up to date on the latest AI technology advancements and learn about the challenges and opportunities AI presents now and for the future.,https://www.foxnews.com/tech/ai-newsletter-bill-would-ban-deepseek,https://static.foxnews.com/foxnews.com/content/uploads/2025/02/deepseek.jpg,2025-02-08 13:30:32+00:00,"Welcome to Fox News Artificial Intelligence newsletter with the latest AI technology advancements.
IN TODAYS NEWSLETTER:
- House reps unveil bill banning DeepSeek from US government devices over al… [+2400 chars]"
12,,Yahoo Entertainment,,DeepSeek founder Liang Wenfeng skips Paris AI summit as China champions its global role,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e9f4e4bd-af8c-4be6-bf13-88dab78de518,,2025-02-12 09:30:00+00:00,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
13,,Yahoo Entertainment,,Palantir's CEO Just Said This About DeepSeek. Here's What It Could Mean for Nvidia Investors.,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_3a186041-5a82-472c-aa87-5818fa9a8780,,2025-02-08 14:30:00+00:00,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
14,,Android Police,Daniel Allen,DeepSeek: Everything you need to know about the Chinese AI giant,"DeepSeek may not be a household name but it's giving OpenAI, Google, and Microsoft some serious competition.",https://www.androidpolice.com/deepseek-ai-explainer/,https://static1.anpoimages.com/wordpress/wp-content/uploads/2025/02/deepseek-hero-1.jpg,2025-02-12 10:21:10+00:00,"The big AI news of the year was set to be OpenAIs Stargate Project, announced on January 21. The project plans to invest $500 billion in AI infrastructure to secure American leadership in AI. One day… [+7099 chars]"
15,,Digital Trends,Nadeem Sarwar,DeepSeek AI draws ire of spy agency over data hoarding and hot bias,"The Korean national spy agency says DeepSeek’s data collection and overseas storage is a huge privacy risk, and its responses are also deeply biased.",https://www.digitaltrends.com/computing/deepseek-ai-data-collection-ai-spy-agency-korea-bias/,https://www.digitaltrends.com/wp-content/uploads/2025/02/deepseek-ai-spy-agency.jpeg?resize=1200%2C630&p=1,2025-02-10 11:42:57+00:00,"The privacy and safety troubles continue to pile up for buzzy Chinese AI upstart DeepSeek. After having access blocked for lawmakers and federal employees in multiple countries, while also raising al… [+2907 chars]"
16,,9to5Mac,Filipe Espósito,US senator wants to fine and jail those who use DeepSeek and other Chinese AIs,"The Chinese AI chatbot “DeepSeek” has caused a lot of controversy in recent weeks. Although DeepSeek was launched in 2023, it became popular after the introduction of the “R1” model, which performs just as well as its competitors while using fewer resources. …",https://9to5mac.com/2025/02/06/us-senator-wants-to-fine-and-jail-those-who-use-deepseek-and-other-chinese-ais/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2025/01/DeepSeek-privacy-under-investigation-in-US-and-Europe.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,2025-02-07 01:16:21+00:00,"The Chinese AI chatbot DeepSeek has caused a lot of controversy in recent weeks. Although DeepSeek was launched in 2023, it became popular after the introduction of the R1 model, which performs just … [+1774 chars]"
17,,9to5Mac,Ben Lovejoy,"Multiple security flaws found in DeepSeek iOS app, including sending unencrypted data","Multiple security flaws have been found in the DeepSeek iOS app, which is still one of the most popular downloads in the App Store after topping the charts when it first launched.



The latest findings are far worse than the previous security failure which e…",https://9to5mac.com/2025/02/07/multiple-security-flaws-found-in-deepseek-ios-app-including-sending-unencrypted-data/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2025/02/Multiple-security-flaws-found-in-DeepSeek-iOS-app-including-sending-unencrypted-data.jpeg?resize=1200%2C628&quality=82&strip=all&ssl=1,2025-02-07 13:25:26+00:00,"Multiple security flaws have been found in the DeepSeek iOS app, which is still one of the most popular downloads in the App Store after topping the charts when it first launched.
The latest finding… [+3634 chars]"
18,,CNET,Imad Khan,DeepSeek R1 First Impressions: I've Seen How the Machine Thinks,"After a week of using DeepSeek's R1 reasoning model, I'm highly impressed, even if some questions are off-limits.",https://www.cnet.com/tech/services-and-software/deepseek-r1-first-impressions-ive-seen-how-the-machine-thinks/,https://www.cnet.com/a/img/resize/9e79457fb38b297c2dcac85cb4d7b520271c3ec8/hub/2025/02/07/71686181-1d5f-40e3-8d12-c6225f3020a8/gettyimages-2196641331.jpg?auto=webp&fit=crop&height=675&width=1200,2025-02-09 13:00:19+00:00,"If you ever wondered what it would look like to see someone's stream of consciousness in real time, DeepSeek R1 might be the closest you'll get. 
When DeepSeek R1 landed on the internet in late Janu… [+5656 chars]"
19,,MarketWatch,Emily Bary,Buy Nvidia’s stock ahead of earnings? This analyst makes the case.,An Evercore analyst expects an upbeat earnings report later this month and runs down why DeepSeek fears seem overdone.,https://www.marketwatch.com/story/buy-nvidias-stock-ahead-of-earnings-this-analyst-makes-the-case-459abcfd,https://images.mktw.net/im-52690823/social,2025-02-10 15:18:00+00:00,"Evercore ISI analyst Mark Lipacis is shrugging off Wall Streets concerns about Nvidia Corp.s stock as he recommends buying it ahead of the companys earnings report.
Nvidia shares 
NVDA have been we… [+459 chars]"
20,,AppleInsider,news@appleinsider.com (William Gallagher),DeepSeek's iOS app sends unencrypted data to Chinese servers,"Chart-topping AI iPhone app DeepSeek has been found to be sending data to Chinese-owned services, as well as collecting extensive user data that is held and sent unencrypted.DeepSeek logoDeepSeek is a generative AI app, similar to ChatGPT, which launched in J…",https://appleinsider.com/articles/25/02/07/deepseeks-ios-app-sends-unencrypted-data-to-chinese-servers,https://photos5.appleinsider.com/gallery/62454-129477-deepseekheader-xl.jpg,2025-02-07 12:59:13+00:00,"Chart-topping AI iPhone app DeepSeek has been found to be sending data to Chinese-owned services, as well as collecting extensive user data that is held and sent unencrypted.
DeepSeek is a generativ… [+2089 chars]"
21,,The Information,John Gruber,The Information: Apple Chooses Alibaba as AI Partner in China,,https://www.theinformation.com/articles/apple-partners-with-alibaba-to-develop-ai-features-for-iphone-users-in-china?rc=jfy0lk,,2025-02-12 16:09:06+00:00,"Qianer Liu and Jing Yang, reporting for The Information (paywalled, alas — MacRumors summary):


 Apple has recently started working with Chinese internet and
e-commerce giant Alibaba Group to roll o… [+1247 chars]"
22,,9to5Mac,Ben Lovejoy,"DeepSeek will be banned in the US, believes ARM CEO","Apple Silicon chips have transformed attitudes toward ARM architecture, from being suitable mostly for power-efficient mobile devices to also capable of powering desktop processors which Intel behind.



ARM CEO Rene Haas has now weighed-in on the DeepSeek co…",https://9to5mac.com/2025/02/10/deepseek-will-be-banned-in-the-us-believes-arm-ceo/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2025/02/DeepSeek-will-be-banned-in-the-US-believes-ARM-CEO.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,2025-02-10 13:27:08+00:00,"Apple Silicon chips have transformed attitudes toward ARM architecture, from being suitable mostly for power-efficient mobile devices to also capable of powering desktop processors which Intel behind… [+2362 chars]"
23,,Windows Central,kevinokemwa@outlook.com (Kevin Okemwa),"Meta CTO reportedly predicted DeepSeek AI six months ago: ""They've probably done a lot of distilling against existing models.""","Meta Chief Technology Officer (CTO) Andrew ""Boz"" Bosworth claims he'd predicted DeepSeek before it unfolded.",https://www.windowscentral.com/software-apps/meta-cto-reportedly-predicted-deepseek-ai-six-months-ago,https://cdn.mos.cms.futurecdn.net/DfzTHAvNiu623Y7TgP2RFN-1200-80.jpg,2025-02-07 12:03:05+00:00,"Chinese AI startup DeepSeek hit the tech world by storm after achieving the seemingly impossible. At a fraction of the development cost, its R1 V3-powered model surpassed OpenAI's proprietary o1 reas… [+2551 chars]"
24,,MakeUseOf,Simon Batt,The DeepSeek App Doesn't Send or Store Data Securely: Here's What Researchers Found,Be careful how you prompt.,https://www.makeuseof.com/deepseek-app-doesnt-send-store-data-securely/,https://static1.makeuseofimages.com/wordpress/wp-content/uploads/2025/01/deepseek-ai-chatbot-download-page-apple-app-store.jpg,2025-02-07 20:56:23+00:00,"If you're interested in AI, there's a good chance you've heard of DeepSeek, the AI model that recently made waves in the tech scene. While people downloaded the app in droves, it turns out it has som… [+2154 chars]"
25,,Phandroid - News for Android,Tyler Lee,"Honor Integrates DeepSeek AI Into YOYO Assistant, Making It Smarter Than Ever","Honor has announced that it will be integrating DeepSeek into its YOYO assistant over in China, giving users access to AI models.
The post Honor Integrates DeepSeek AI Into YOYO Assistant, Making It Smarter Than Ever appeared first on Phandroid.",https://phandroid.com/2025/02/10/honor-integrates-deepseek-ai-into-yoyo-assistant-making-it-smarter-than-ever/,https://phandroid.com/wp-content/uploads/2024/12/honor-magic-7-lite-review-5.png,2025-02-10 05:15:52+00:00,"Honor is taking a big step forward in AI by integrating DeepSeek into its YOYO virtual assistant, making it much smarter and more natural to interact with. This upgrade will be available for all Hono… [+1337 chars]"
26,,Digital Trends,Fionna Agomuoh,"Elon Musk says Grok 3 will outperform ChatGPT, DeepSeek in the coming weeks","Elon Musk has confirmed that his AI chatbot, Grok 3 is currently being finalized and will soon be available.",https://www.digitaltrends.com/computing/elon-musk-says-grok-3-will-outperform-chatgpt-deepseek-in-the-coming-weeks/,https://www.digitaltrends.com/wp-content/uploads/2025/01/grok-for-iphone.jpeg?resize=1200%2C630&p=1,2025-02-13 18:46:11+00:00,"Elon Musk has confirmed that his AI chatbot, Grok 3 is currently being finalized and will be available in the next one to two weeks, according to Reuters.
Speaking in a video call addressing the Wor… [+2788 chars]"
27,,Github.com,agentica-project,Replicating Deepseek-R1 for $4500: RL Boosts 1.5B Model Beyond o1-preview,Democratizing Reinforcement Learning for LLMs. Contribute to agentica-project/deepscaler development by creating an account on GitHub.,https://github.com/agentica-project/deepscaler,https://opengraph.githubassets.com/a1cb73a0f040e6c00ab94ae2d370613f9fdcb97c770a0931448251a2e5a016b7/agentica-project/deepscaler,2025-02-11 19:59:00+00:00,"Democratizing Reinforcement Learning for LLMs 
DeepScaleR is an open-source project to fully democratize reinforcement learning (RL) for LLMs and reproduce DeepSeek R1 and OpenAI O1/O3 at scale on r… [+4555 chars]"
28,,Windows Central,sean.endicott@futurenet.com (Sean Endicott),"Google's Gemini 2.0 rolls out to everyone to compete with OpenAI, Microsoft, and DeepSeek","Google's Gemini 2.0 just rolled out to everyone. The tech giant has several models that compete with trending tech from OpenAI, Microsoft, and DeepSeek.",https://www.windowscentral.com/software-apps/googles-gemini-2-0-rolls-out-to-everyone-to-compete-with-openai-microsoft-and-deepseek,https://cdn.mos.cms.futurecdn.net/cAf3rhH9oMZ6RSH4QNnokT-1200-80.jpg,2025-02-07 14:27:06+00:00,"Google just expanded the availability of Gemini 2.0, bringing more competition to OpenAI, Microsoft, and DeepSeek. The rollout also gives developers more tools to choose from at a range of price poin… [+3812 chars]"
29,,Search Engine Journal,Alli Berry,"DeepSeek And Its Impact On The Generative AI Global Race via @sejournal, @AlliBerry3","DeepSeek’s AI is booming, but security flaws and censorship raise big questions. What does this mean for the future of search?
The post DeepSeek And Its Impact On The Generative AI Global Race appeared first on Search Engine Journal.",https://www.searchenginejournal.com/deepseek-and-impact-on-generative-ai-global-race/539369/,https://www.searchenginejournal.com/wp-content/uploads/2025/02/deepseek-198.png,2025-02-13 11:45:44+00:00,"Since launching to the public on Jan. 20, 2025, Chinese startup DeepSeek’s open-source AI-powered chatbot has taken the tech world by storm.
As the top free app by downloads in the U.S. Apple app st… [+9026 chars]"
30,,9to5Mac,Ryan Christoffel,"Report: Apple strikes deal to bring AI to China, rejects DeepSeek option","iPhone sales have been struggling in China, where Apple has been unable to launch Apple Intelligence features yet. But per a new The Information report, the company has just struck a deal to bring AI to China.



 more…",https://9to5mac.com/2025/02/11/report-apple-strikes-deal-to-bring-ai-to-china-rejects-deepseek-option/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2025/02/apple-logo-store.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,2025-02-11 14:28:31+00:00,"iPhone sales have been struggling in China, where Apple has been unable to launch Apple Intelligence features yet. But per a new The Information report, the company has just partnered with a major Ch… [+1844 chars]"
31,,VentureBeat,Ben Dickson,"Less supervision, better results: Study shows AI models generalize more effectively on their own",Training LLMs and VLMs through reinforcement learning delivers better results than using hand-crafted examples.,https://venturebeat.com/ai/less-supervision-better-results-study-shows-ai-models-generalize-more-effectively-on-their-own/,https://venturebeat.com/wp-content/uploads/2025/02/43OM9mruR_eWSFVQg2jVZA.jpeg?w=1024?w=1200&strip=all,2025-02-12 19:44:13+00:00,"Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More
Language models can generalize better when left to create their own sol… [+5530 chars]"
32,business-insider,Business Insider,wedwards@businessinsider.com (William Edwards),"Stock-market concentration rivals 1929 and 1999 levels, Glenmede Investment Management warns — setting the S&P 500 up for 5 years of dismal returns",How much longer can the Magnificent Seven stocks continue to dominate? History suggests not long.,https://www.businessinsider.com/stock-market-crash-why-sp500-due-for-dismal-returns-glenmede-2025-2,https://i.insider.com/67a667f06630eb10385bf7fe?width=792&format=jpeg,2025-02-08 09:00:01+00:00,"How much longer can the Magnificent Seven stocks continue to dominate the equity market? History suggests their era of outperformance is on the verge of fading.
According to an analysis by Glenmede … [+3601 chars]"
33,,9to5Mac,Zac Hall,"9to5Neural: Elon Musk tries to buy OpenAI, Sam Altman declines but says they’ll take Twitter","Welcome to 9to5Neural. AI moves fast. We help you keep up. Last week everyone drank a big glass of DeepSeek with a side of R1. Refreshing as that was, the world of AI has started to calm — WAIT, WHAT?! Elon Musk is trying to buy OpenAI? Here we go again… 



…",https://9to5mac.com/2025/02/10/9to5neural-elon-musk-tries-to-buy-openai-sam-altman-declines-but-says-theyll-take-twitter/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2025/02/9to5neural-elon-musk-1.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,2025-02-10 21:49:37+00:00,"Welcome to 9to5Neural. AI moves fast. We help you keep up. Last week everyone drank a big glass of DeepSeek with a side of R1. Refreshing as that was, the world of AI has started to calm WAIT, WHAT?!… [+4017 chars]"
34,business-insider,Business Insider,Bradley Saacks,Ken Griffin thanks Elon Musk for DOGE's work — but is frustrated with the administration's 'bombastic' tariffs stance,"""Tariffs are what you do in the death throes of a nation,"" Griffin said at a conference outside Miami.",https://www.businessinsider.com/key-gop-donor-ken-griffin-on-doges-work-and-tariffs-2025-2,https://i.insider.com/67ab98457bb3f854015c85c7?width=1200&format=jpeg,2025-02-11 18:54:02+00:00,"Ken Griffin and Elon Musk dine together in Miami last May.Alexander Tamargo/Getty Images
<ul><li>Billionaire Ken Griffin, a key GOP donor, spoke Tuesday at a conference hosted by UBS outside Miami.<… [+2713 chars]"
35,business-insider,Business Insider,Kwan Wei Kevin Tan,Sam Altman says the cost of using AI will drop by 10 times every year,"""Moore's law changed the world at 2x every 18 months; this is unbelievably stronger,"" Altman wrote in a blog post on Sunday.",https://www.businessinsider.com/sam-altman-cost-using-ai-drop-10-times-every-year-2025-2,https://i.insider.com/67a95f276630eb10385c0b46?width=1200&format=jpeg,2025-02-10 04:15:17+00:00,"""Moore's law changed the world at 2x every 18 months; this is unbelievably stronger,"" Sam Altman, CEO of OpenAI, wrote in a blog post on Sunday.Sebastian Gollnow/picture alliance via Getty Images
<u… [+2901 chars]"
36,,Theregister.com,Brandon Vigliarolo,"DeepSeek's iOS app is a security nightmare, and that's before you consider its TikTok links","PLUS: Spanish cops think they've bagged NATO hacker; HPE warns staff of data breach; Lazy Facebook phishing, and more!
Infosec In Brief DeepSeek’s iOS app is a security nightmare that you should delete ASAP, according to researchers at mobile app infosec plat…",https://www.theregister.com/2025/02/10/infosec_in_brief/,https://regmedia.co.uk/2025/02/10/shutterstock_worried_smartphone_user.jpg,2025-02-10 02:30:15+00:00,"Infosec In Brief DeepSeeks iOS app is a security nightmare that you should delete ASAP, according to researchers at mobile app infosec platform vendor NowSecure.
The org have assessed the security o… [+5951 chars]"
37,,Digital Trends,Nadeem Sarwar,Apple gets relief for an AI ache. It could fix Apple Intelligence for everyone,"Apple has inked a deal with Alibaba to offer AI tricks in China. This partnership could probably fix Apple Intelligence woes for the rest of the world, too.",https://www.digitaltrends.com/mobile/apple-ai-china-alibaba-deal-fix-apple-intelligence/,https://www.digitaltrends.com/wp-content/uploads/2024/07/apple-intelligence-update.jpg?resize=1200%2C630&p=1,2025-02-13 11:13:28+00:00,"Table of Contents
Table of Contents
Why this is a massive breakthrough?
Fixing Apple Intelligence for the whole world?
It’s no secret that Apple’s AI efforts, especially on the iPhone, haven’t qu… [+4355 chars]"
38,,Digital Trends,Fionna Agomuoh,OpenAI’s custom chip design is near completion,"A new report suggests OpenAI is in the process of developing its first in-house AI chip, for early production with TSMC in 2025.",https://www.digitaltrends.com/computing/openais-custom-chip-design-is-near-completion/,https://www.digitaltrends.com/wp-content/uploads/2025/02/openai-typeface-2.jpg?resize=1200%2C630&p=1,2025-02-10 22:17:13+00:00,OpenAI is poised to enter the custom component business in 2025. The brand is currently in talks with Taiwan Semiconductor Manufacturing Co. (TSMC) to fabricate the first generation of its in-house A… [+2951 chars]
39,,VentureBeat,Michael Nuñez,Cerebras-Perplexity deal targets $100B search market with ultra-fast AI,"Cerebras and Perplexity AI partner to launch ultra-fast Sonar search model running at 1,200 tokens per second, challenging traditional search engines with specialized AI chips and near-instant results.",https://venturebeat.com/ai/cerebras-perplexity-deal-targets-100b-search-market-with-ultra-fast-ai/,https://venturebeat.com/wp-content/uploads/2025/02/nuneybits_Vector_art_of_a_square_gold_computer_chip_blazing_fas_1ca89f6e-40a6-4470-a16c-f20bee6eec96.webp?w=853?w=1200&strip=all,2025-02-11 20:51:18+00:00,"Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More
Cerebras Systems and Perplexity AI are joining forces to challenge the … [+3594 chars]"
40,al-jazeera-english,Al Jazeera English,,DeepSeek disrupts Big Tech,How is DeepSeek changing the AI arms race?,https://www.aljazeera.com/program/digital-dilemma/2025/2/13/deepseek-disrupts-big-tech,https://www.aljazeera.com/wp-content/uploads/2025/02/image-1739451772.jpg?resize=1920%2C1080&quality=80,2025-02-13 13:04:40+00:00,"Digital Dilemma
Read moreA Chinese start-up called DeepSeek said it created its AI chatbot with less than $6 million. A tiny sum compared to the massive spending by Silicon Valley. So, is it changin… [+51 chars]"
41,,9to5Mac,Zac Hall,Craft’s latest update could change how you use AI on your iPhone,"[Update: Now available with new models and on the Mac.]



Craft is a robust and beautiful documents app with AI integration primarily through ChatGPT. Now Craft has shipped an AI-focused update that actually shows off the power of on-device, offline AI…



 …",https://9to5mac.com/2025/02/07/crafts-latest-update-could-change-how-you-use-ai-on-your-iphone/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2025/02/2ff143b2f791bc85cf3cb91f3fd9130c.webp?resize=1200%2C628&quality=82&strip=all&ssl=1,2025-02-07 16:47:32+00:00,"[Update: Now available with new models and on the Mac.]
Craft is a robust and beautiful documents app with AI integration primarily through ChatGPT. Now Craft has shipped an AI-focused update that a… [+2916 chars]"
42,,Windows Central,kevinokemwa@outlook.com (Kevin Okemwa),"Forget DeepSeek: Researchers develop a $50 OpenAI competitor in less than 30 minutes that thinks harder when you ask it to ""wait""","The AI takes on OpenAI's o1 reasoning variant. The model, dubbed s1, was trained using a dataset of 1,000 questions for under $50.",https://www.windowscentral.com/software-apps/researchers-develop-50-dollar-openai-competitor-in-less-than-30-minutes,https://cdn.mos.cms.futurecdn.net/To3BCfocG3MsMZ6ZKRdQjb-1200-80.jpg,2025-02-07 12:00:00+00:00,"The emergence of DeepSeek and its R1 V3-powered AI model, which surpasses OpenAI's o1 reasoning model across a wide range of benchmarks, including math, science, and coding, has raised investor conce… [+2108 chars]"
43,,Android Central,michael.hicks@futurenet.com (Michael L Hicks),ChatGPT and Google won battle for best tech Super Bowl ads — and Meta lost,"Meta's confusing smart glasses ad traded too heavily on star power and bad humor, while Gemini and ChatGPT focused on AI's potential and heart.",https://www.androidcentral.com/apps-software/chatgpt-and-google-won-super-bowl-tech-ad-battle-and-meta-lost,https://cdn.mos.cms.futurecdn.net/46USpZL9UYAara7NvsmiBc-1200-80.jpg,2025-02-10 20:11:45+00:00,"Super Bowl ads usually have two flavors: sentimental, sappy messages about love and acceptance or corny, celebrity-filled comedy routines that stick in your memory. Google took the first route to gre… [+4889 chars]"
