Unnamed: 0,source_id,source_name,author,title,description,url,urlToImage,publishedAt,content
10,,Windows Central,kevinokemwa@outlook.com (Kevin Okemwa),"""Elon Musk promised Grok 3 would be the smartest AI ever. Spoiler alert: it wasn't."" — AI critic says Sam Altman can breathe easy as xAI's model launch was a ""carbon copy"" of previous demos","Elon Musk touts Grok 3 as the smartest AI on earth, outperforming proprietary models from top AI firms, including OpenAI, Anthropic, DeepSeek, and Google.",https://www.windowscentral.com/software-apps/elon-musk-promised-grok-3-would-be-the-smartest-ai-ever-spoiler-alert-it-wasnt,https://cdn.mos.cms.futurecdn.net/BzyHZsyghGbBFLcBBXiFH3-1200-80.jpg,2025-02-18 18:24:45+00:00,"After much anticipation and hype around xAI's Grok 3, the next-gen finally shipped. The company CEO and billionaire Elon Musk touted it as the ""smartest AI on earth,"" claiming it outperformed proprie… [+5025 chars]"
11,,Windows Central,kevinokemwa@outlook.com (Kevin Okemwa),"DeepMind CEO claims Google has the ""ingredients"" to maintain AI lead over DeepSeek's ""exaggerated"" success — after Microsoft CEO Satya Nadella said Google already missed the opportunity to be the ""default winner""","Demis Hassabis, DeepMind CEO urged employees not to worry about DeepSeek's exaggerated success, citing Google's superiority in the AI landscape.",https://www.windowscentral.com/software-apps/deepmind-ceo-claims-google-has-the-ingredients-to-maintain-ai-lead-over-deepseeks-exaggerated-success,https://cdn.mos.cms.futurecdn.net/gbCGCNQsFnhKAKPHNCWAzQ-1200-80.jpg,2025-02-18 15:27:05+00:00,"The emergence of DeepSeek's ultra-cost-effective AI continues to raise concern among major AI firms, including Google. Recently, Demis Hassabis, DeepMind CEO, urged employees not to worry about the C… [+3643 chars]"
12,,Search Engine Journal,Alli Berry,"DeepSeek And Its Impact On The Generative AI Global Race via @sejournal, @AlliBerry3","DeepSeek’s AI is booming, but security flaws and censorship raise big questions. What does this mean for the future of search?
The post DeepSeek And Its Impact On The Generative AI Global Race appeared first on Search Engine Journal.",https://www.searchenginejournal.com/deepseek-and-impact-on-generative-ai-global-race/539369/,https://www.searchenginejournal.com/wp-content/uploads/2025/02/deepseek-198.png,2025-02-13 11:45:44+00:00,"Since launching to the public on Jan. 20, 2025, Chinese startup DeepSeek’s open-source AI-powered chatbot has taken the tech world by storm.
As the top free app by downloads in the U.S. Apple app st… [+9026 chars]"
13,,Slashdot.org,BeauHD,China's Electric-Vehicle-To-Humanoid-Robot Pivot,"""[O]ur intrepid China reporter, Caiwei Chen, has identified a new trend unfolding within China's tech scene: Companies that were dominant in electric vehicles are betting big on translating that success into developing humanoid robots,"" writes MIT Technology …",https://hardware.slashdot.org/story/25/02/19/2211224/chinas-electric-vehicle-to-humanoid-robot-pivot,https://a.fsdn.com/sd/topics/robot_64.png,2025-02-20 03:30:00+00:00,"Your story looks at electric-vehicle makers in China that are starting to work on humanoid robots, but I want to ask about a crazy stat. In China, 53% of vehicles sold are either electric or hybrid, … [+2950 chars]"
14,,Digital Trends,Nadeem Sarwar,Apple gets relief for an AI ache. It could fix Apple Intelligence for everyone,"Apple has inked a deal with Alibaba to offer AI tricks in China. This partnership could probably fix Apple Intelligence woes for the rest of the world, too.",https://www.digitaltrends.com/mobile/apple-ai-china-alibaba-deal-fix-apple-intelligence/,https://www.digitaltrends.com/wp-content/uploads/2024/07/apple-intelligence-update.jpg?resize=1200%2C630&p=1,2025-02-13 11:13:28+00:00,"Table of Contents
Table of Contents
Why this is a massive breakthrough?
Fixing Apple Intelligence for the whole world?
It’s no secret that Apple’s AI efforts, especially on the iPhone, haven’t qu… [+4355 chars]"
15,,Internet,info@thehackernews.com (The Hacker News),South Korea Suspends DeepSeek AI Downloads Over Privacy Violations,"South Korea has formally suspended new downloads of Chinese artificial intelligence (AI) chatbot DeepSeek in the country until the service makes changes to its mobile apps to comply with data protection regulations.
Downloads have been paused as of February 1…",https://thehackernews.com/2025/02/south-korea-suspends-deepseek-ai.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiv2RsuWD4T7xfgN9d7p1_7AazfRvrFH2tG7OoQif_oh1LENmPQ1yhdxAU5khCzbID8nvU_mmudkTOa2VHGgdeF1222yjvs7Fr5hZN0VB04LyUefmc7-m7zNoFcquV6zhCjftywGbcnuCDCsw_xHf8HetM32M5kJPx16URO8WlKKPOT26mES896fVOaLhIa/s728-rw-e365/deepseek.png,2025-02-17 11:36:00+00:00,South Korea has formally suspended new downloads of Chinese artificial intelligence (AI) chatbot DeepSeek in the country until the service makes changes to its mobile apps to comply with data protect… [+1986 chars]
16,al-jazeera-english,Al Jazeera English,,DeepSeek disrupts Big Tech,How is DeepSeek changing the AI arms race?,https://www.aljazeera.com/program/digital-dilemma/2025/2/13/deepseek-disrupts-big-tech,https://www.aljazeera.com/wp-content/uploads/2025/02/image-1739451772.jpg?resize=1920%2C1080&quality=80,2025-02-13 13:04:40+00:00,"Digital Dilemma
Read moreA Chinese start-up called DeepSeek said it created its AI chatbot with less than $6 million. A tiny sum compared to the massive spending by Silicon Valley. So, is it changin… [+51 chars]"
17,,Android Central,Nicholas Sutrich,"Everyone is tired of AI, but it sounds like Honor is cooking up something different","The Honor Alpha Plan is a mysterious new concept set to be announced at MWC 2025, and we have a few ideas of what Honor could be cooking up.",https://www.androidcentral.com/phones/honor-alpha-plan-mwc-2025-tease,https://cdn.mos.cms.futurecdn.net/8FWujFUcUiKdBx6VGaUUm4-1200-80.jpg,2025-02-20 13:59:10+00:00,"Mobile World Congress (MWC) 2025 is just a few short weeks from now, and companies have already begun to tease what's in store for the big annual show. Honor just launched a pair of new phones so it … [+4550 chars]"
18,business-insider,Business Insider,hbullock@insider.com (Hallam Bullock),They voted for Trump. Now some of their jobs are at risk.,BI spoke with four Trump-supporting federal workers about the president's workforce mandates.,https://www.businessinsider.com/federal-workers-voted-trump-doge-layoffs-regret-support-2025-2,https://i.insider.com/67b32d116630eb10385cced7?width=1200&format=jpeg,2025-02-17 13:03:23+00:00,"Good morning. Hallam Bullock here, writing to you from London. Our US team is observing Presidents' Day, so I'm bringing you a shorter version of the newsletter.
In case you missed it, Jamie Dimon's… [+3943 chars]"
19,,Quartz India,Britney Nguyen,Google's AI head wants employees to chill out over DeepSeek,"Despite it rattling markets and Silicon Valley, Google’s (GOOGL) artificial intelligence head isn’t worried about Chinese AI startup, DeepSeek.Read more...",https://qz.com/google-deepmind-demis-hassabis-employees-deepseek-ai-1851763451,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/f22e295a151f2bc68d0f179b1ba11101.jpg",2025-02-14 14:43:00+00:00,"In This Story
Despite it rattling markets and Silicon Valley, Googles (GOOGL+0.03%
) artificial intelligence head isnt worried about Chinese AI startup, DeepSeek.
Google DeepMind chief executive D… [+2097 chars]"
20,business-insider,Business Insider,Huileng Tan,Xi Jinping gave China's big tech companies a personal stamp of approval,"At the Monday meeting, Xi urged the executives to ""show their talent"" and pledged to support private businesses.",https://www.businessinsider.com/china-xi-jinping-meeting-private-sector-big-tech-personal-approval-2025-2,https://i.insider.com/67b3f7577bb3f854015d1748?width=1200&format=jpeg,2025-02-18 08:26:23+00:00,"Chinese leader Xi Jinping has signaled support for the country's private sector following years of crackdown.Xie Huanchi/Xinhua via Getty Images
<ul><li>Chinese leader Xi Jinping met with the countr… [+4459 chars]"
21,,BBC News,,DeepSeek 'shared user data' with TikTok owner ByteDance,South Korea's data protection regulator says user data was sent to the Chinese owner of TikTok.,https://www.bbc.com/news/articles/c4gex0x87g4o,https://ichef.bbci.co.uk/news/1024/branded_news/c4be/live/2a38e8b0-edde-11ef-9cb9-3360cc750412.jpg,2025-02-18 11:40:23+00:00,"South Korea has accused Chinese AI startup DeepSeek of sharing user data with the owner of TikTok in China.
""We confirmed DeepSeek communicating with ByteDance,"" the South Korean data protection reg… [+2953 chars]"
22,al-jazeera-english,Al Jazeera English,Al Jazeera,South Korea removes DeepSeek from app stores pending privacy review,Personal Information Protection Commission says Chinese start-up accepted proposal to suspend downloads of AI chatbot.,https://www.aljazeera.com/news/2025/2/17/south-korea-removes-deepseek-from-app-stores-pending-privacy-review,https://www.aljazeera.com/wp-content/uploads/2025/02/AP25048152093982-1-1739771756.jpg?resize=1920%2C1440,2025-02-17 07:34:04+00:00,"South Korea has suspended downloads of DeepSeeks artificial intelligence-powered chatbot pending a review of the Chinese start-ups privacy standards.
South Koreas privacy watchdog said on Monday tha… [+2418 chars]"
23,,Windows Central,sean.endicott@futurenet.com (Sean Endicott),"OpenAI CEO Sam Altman wants to ""work with China"" but would the US government allow it?","OpenAI wants to work with China, according to CEO Sam Altman. That would mark a massive shift by the company, which does not support access to APIs in China at the moment.",https://www.windowscentral.com/software-apps/openai-ceo-sam-altman-wants-to-work-with-china-but-would-the-us-government-allow-it,https://cdn.mos.cms.futurecdn.net/ueA58PzmDvUycyXMstcZUn-1200-80.jpg,2025-02-13 15:34:54+00:00,OpenAI could make a massive shift in where it makes its services available. CEO Sam Altman said that OpenAI would like to work with China and emphasized the importance of collaborating with China in … [+3192 chars]
24,,Quartz India,Kevin Williams,ChatGPT's growth is surging despite the DeepSeek buzz,"Despite the emergence of Chinese-owned DeepSeek’s AI platform, U.S.-based OpenAI’s ChatGPT continues its growth.Read more...",https://qz.com/openai-tops-400-million-users-continuing-its-growth-1851765601,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/91baf87f8e06097ae93ad5f160031133.jpg",2025-02-20 14:21:28+00:00,"In This Story
Despite the emergence of Chinese-owned DeepSeeks AI platform, U.S.-based OpenAIs ChatGPT continues its growth.
The San Francisco-based tech company reported 400 million weekly active … [+1858 chars]"
25,,Yahoo Entertainment,Bloomberg News,"Tencent Shares Surge, Baidu Slides After DeepSeek’s WeChat Debut","(Bloomberg) -- Tencent Holdings Ltd.’s shares rose to their highest since 2021 after DeepSeek, the AI service that’s shaken up the industry since its...",https://finance.yahoo.com/news/tencent-shares-surge-baidu-slides-052826111.html,https://s.yimg.com/ny/api/res/1.2/54Dmjv2Jrox4oMSxSLKyAw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/bloomberg_technology_68/d74b1bb36e32f72e8cbce37dcc682258,2025-02-17 05:28:26+00:00,"(Bloomberg) -- Tencent Holdings Ltd.s shares rose to their highest since 2021 after DeepSeek, the AI service thats shaken up the industry since its emergence this year, debuted on the big tech compan… [+1720 chars]"
26,,Quartz India,Josh Fellman,Nvidia stock has clawed almost all the way back from the DeepSeek selloff,"Nvidia (NVDA) stock extended its rally into a third day, rising more than 1% on Tuesday. The AI chipmaker’s shares have now regained about 90% of the ground they lost in panic-selling last month triggered by Chinese startup DeepSeek. At about $140 per share, …",https://qz.com/nvidia-stock-ai-chips-deepseek-china-1851765288,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/31c3d0fbd71311a72abcf9b80012712d.jpg",2025-02-18 19:37:00+00:00,"In This Story
Nvidia (NVDA+0.48%
) stock extended its rally into a third day, rising more than 1% on Tuesday. The AI chipmakers shares have now regained about 90% of the ground they lost in panic-s… [+1684 chars]"
27,,Vale.rocks,Declan Chidlow,AI Is Stifling Tech Adoption,AI coding assistants are React evangelists.,https://vale.rocks/posts/ai-is-stifling-tech-adoption,,2025-02-14 12:45:05+00:00,I propose that the advent and integration of AI models into the workflows of developers has stifled the adoption of new and potentially superior technologies due to training data cutoffs and system p… [+10908 chars]
28,,Phandroid - News for Android,Mike Viray,Honor Teases Big Launch for MWC 2025,"Honor wants to go all-in with AI software.
The post Honor Teases Big Launch for MWC 2025 appeared first on Phandroid.",https://phandroid.com/2025/02/17/honor-teases-big-launch-for-mwc-2025/,https://phandroid.com/wp-content/uploads/2024/09/honor-magic-v3-7-scaled.jpg,2025-02-17 22:02:17+00:00,"With AI product integration having swept through pretty much every consumer tech category over the past few years, it’s not too surprising to see big brands and manufacturers within the industry capi… [+1013 chars]"
29,,Quartz India,Vinamrata Chaturvedi,The 5 most undervalued stocks to watch right now,"The turbulence created by DeepSeek has rattled U.S. tech stocks, prompting investors to seek better opportunities elsewhere. With market uncertainty looming, many are shifting their focus to undervalued stocks with more potential.Read more...",https://qz.com/undervalued-stocks-gm-smci-comcast-berkshire-hathaway-1851758563,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/dffd432663c583aaf98720c777c1e784.jpg",2025-02-13 10:00:00+00:00,"The turbulence created by DeepSeek has rattled U.S. tech stocks, prompting investors to seek better opportunities elsewhere. With market uncertainty looming, many are shifting their focus to underval… [+812 chars]"
30,,NPR,Hannah Chinn,Like a snake eating its own tail: What happens when AI consumes its own data?,"Asked ChatGPT anything lately? Talked with a customer service chatbot? Read the results of Google's ""AI Overviews"" summary feature? If you've used the Internet lately, chances are, you've consumed content created by a large language model. These models, like …",https://www.npr.org/2025/02/17/1263339268/ai-chatgpt-deepseek-data-internet-recursion,https://media.npr.org/assets/img/2025/02/17/2.18.25-ep_wide-5514f5dfe38242db751cd05c2497ded1ad39e0ec.jpg?s=1400&c=100&f=jpeg,2025-02-18 08:00:00+00:00,"In large language model collapse, there are generally three sources of errors: The model itself, the way the model is trained and the data or lack thereof that the model is trained on.
Andriy Onufri… [+1335 chars]"
31,,Slashdot.org,BeauHD,"PIN AI Launches Mobile App Letting You Make Your Own Personalized, Private AI Model","An anonymous reader quotes a report from VentureBeat: A new startup PIN AI (not to be confused with the poorly reviewed hardware device the AI Pin by Humane) has emerged from stealth to launch its first mobile app, which lets a user select an underlying open-…",https://mobile.slashdot.org/story/25/02/14/2227222/pin-ai-launches-mobile-app-letting-you-make-your-own-personalized-private-ai-model,https://a.fsdn.com/sd/topics/ai_64.png,2025-02-15 00:02:00+00:00,"A new startup PIN AI (not to be confused with the poorly reviewed hardware device the AI Pin by Humane) has emerged from stealth to launch its first mobile app, which lets a user select an underlying… [+2021 chars]"
32,,Quartz India,Britney Nguyen,"Altman vs. Musk, DeepMind on DeepSeek, and the robotaxi push: AI news roundup",OpenAI chief executive Sam Altman responded to Elon Musk’s offer to buy the AI startup this week by saying it’s not for sale. Read more...,https://qz.com/sam-altman-elon-musk-openai-deepmind-deepseek-ai-1851762965,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/ea9d1f6fe14616850d196548dcfd5ffc.jpg",2025-02-14 10:00:00+00:00,"Like the broader artificial intelligence sector, OpenAI relies on Nvidias (NVDA) costly training chips to build tools like ChatGPT, but that could change if OpenAIs in-house chip design somehow pans … [+14 chars]"
33,techradar,TechRadar,erichs211@gmail.com (Eric Hal Schwartz),"I pitted Gemini 2.0 Flash against DeepSeek R1, and you might be surprised by the winner",How DeepSeek and Gemini 2.0 Flash compare as AI assistants.,https://www.techradar.com/computing/artificial-intelligence/i-pitted-gemini-2-0-flash-against-deepseek-r1-and-you-might-be-surprised-by-the-winner,https://cdn.mos.cms.futurecdn.net/XTEPthwQgE7Z97Dm5Wi3sc-1200-80.png,2025-02-13 04:00:10+00:00,"I've enjoyed pitting various AI chatbots against each other. After comparing DeepSeek to ChatGPT,ChatGPT to Mistral's Le Chat, ChatGPT to Gemini 2.0 Flash, and Gemini 2.0 Flash to its own earlier ite… [+5915 chars]"
34,,Yahoo Entertainment,,DeepSeek gives China's chipmakers leg up in race for cheaper AI,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_929f5651-949c-4518-91e5-67787a312f3e,,2025-02-13 03:50:53+00:00,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
35,,MIT Technology Review,Charlotte Jee,"The Download: 4G on the moon, and parenting in the digital age","This is today’s edition of The Download, our weekday newsletter that provides a daily dose of what’s going on in the world of technology. Nokia is putting the first cellular network on the moon Later this month, Intuitive Machines, the private company behind …",https://www.technologyreview.com/2025/02/18/1112018/the-download-4g-moon-parenting-digital/,"https://wp.technologyreview.com/wp-content/uploads/2025/02/250214_mooncellnode.jpg?resize=1200,600",2025-02-18 13:15:00+00:00,"Join editor in chief Mat Honan and executive editor Niall Firth at 1.30pm ET today for a subscriber-only Roundtable conversation exploring how AI will alter search. Sign up here to attend, and if you… [+2320 chars]"
36,,Ghacks Technology News,Agencies Ghacks,DeepSeek Faces Another Country Ban Over Privacy Issues,"DeepSeek, a Chinese artificial intelligence startup, is encountering increasing global resistance due to privacy concerns. Recently, South Korea's Personal Information Protection Commission (PIPC) suspended new downloads of DeepSeek's AI app, citing non-compl…",https://www.ghacks.net/2025/02/18/deepseek-faces-another-country-ban-over-privacy-issues/,https://www.ghacks.net/wp-content/uploads/2025/01/deepseek-31012025.webp,2025-02-18 15:54:32+00:00,"DeepSeek, a Chinese artificial intelligence startup, is encountering increasing global resistance due to privacy concerns. Recently, South Korea's Personal Information Protection Commission (PIPC) su… [+1312 chars]"
37,techradar,TechRadar,waynewilliams@onmail.com (Wayne Williams),Nvidia rival claims DeepSeek world record as it delivers industry-first performance with 95% fewer chips,Nvidia rival SambaNova claims DeepSeek world record as it delivers industry-first performance with just 16 custom chips.,https://www.techradar.com/pro/nvidia-rival-claims-deepseek-world-record-as-it-delivers-industry-first-performance-with-95-percent-fewer-chips,https://cdn.mos.cms.futurecdn.net/3G8buE7zAcv4a7ZP3jYK6P-1200-80.jpg,2025-02-20 18:33:00+00:00,"<ul><li>SambaNova runs DeepSeek-R1 at 198 tokens/sec using 16 custom chips</li><li>The SN40L RDU chip is reportedly 3X faster, 5X more efficient than GPUs</li><li>5X speed boost is promised soon, wit… [+2802 chars]"
38,,Opera.com,Santiago Benavides García,You can now use the open source DeepSeek R1 model locally with Opera Developer,Opera Developer enables the open source DeepSeek R1 model family – you can run the model locally without any data leaving your device.,https://blogs.opera.com/news/2025/02/opera-developer-local-ai-models/,https://www-static-blogs.operacdn.com/news/wp-content/uploads/sites/2/2025/02/New-Local-AI-Models.jpg,2025-02-17 18:16:02+00:00,"Weve recently enabled support for the open source DeepSeek AI model in Opera Developer last year, we made it the first web browser with built-in local LLMs, giving you access to over 50 families of L… [+4254 chars]"
39,techradar,TechRadar,Ellen Jennings-Trace,DeepSeek blocked from app stores in South Korea,Officials take issue with DeepSeek's collection and processing of personal data,https://www.techradar.com/pro/security/deepseek-blocked-from-app-stores-in-south-korea,https://cdn.mos.cms.futurecdn.net/ART3zLDPRnqnEFFhs2fKjJ-1200-80.jpg,2025-02-17 17:53:00+00:00,<ul><li>South Korea privacy watchdog has temporarily halted downloads of DeepSeek</li><li>DeepSeek is working with authorities to get compliant</li><li>Latest in a series of privacy concerns raised a… [+4382 chars]
40,cbc-news,CBC News,,Deepseek removed from South Korea's app stores over privacy concerns,"DeepSeek, a Chinese artificial intelligence startup, has temporarily paused downloads of its chatbot apps in South Korea while it works with local authorities to address privacy concerns, South Korean officials said Monday.",https://www.cbc.ca/news/business/deepseek-removed-app-stores-south-korea-privacy-concerns-1.7461021,https://i.cbc.ca/1.7442396.1737992872!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_1180/deepseek-markets.JPG?im=Resize%3D620,2025-02-17 13:42:04+00:00,"DeepSeek, a Chinese artificial intelligence startup, has temporarily paused downloads of its chatbot apps in South Korea while it works with local authorities to address privacy concerns, South Korea… [+2018 chars]"
41,,MacRumors,Tim Hardwick,Apple Partners With Alibaba to Bring iPhone AI Features to China,"Apple will partner with Alibaba to offer AI features in China, the Chinese company's chairman said on Thursday, resolving months of speculation around Apple's strategy in the region (via Reuters). 



""They talked to a number of companies in China,"" said Joe …",https://www.macrumors.com/2025/02/13/apple-alibaba-iphone-ai-features-china/,https://images.macrumors.com/t/rq6uND0A8DlsVKCHk_zNpVeueFg=/2632x/article-new/2024/09/iphone-16-apple-intelligence.jpg,2025-02-13 09:58:55+00:00,"Apple will partner with Alibaba to offer AI features in China, the Chinese company's chairman said on Thursday, resolving months of speculation around Apple's strategy in the region. 
""They talked t… [+1171 chars]"
42,,Idownloadblog.com,Christian Zibreg,Apple partners with Chinese e-commerce giant Alibaba for Apple Intelligence,Apple and the Chinese e-commerce giant Alibaba will bring the Apple Intelligence suite of AI features to iPhone owners in the country.,https://www.idownloadblog.com/2025/02/13/apple-intelligence-china-alibaba-partnership-confirmed/,https://media.idownloadblog.com/wp-content/uploads/2025/01/Apple-Intelligence-app-icon.jpg,2025-02-13 15:30:45+00:00,"Apple and the Chinese e-commerce giant Alibaba will together bring the first batch of Apple Intelligence features to iPhone owners in the 1.4 billion people country.
Reuters reports that Alibaba cha… [+2238 chars]"
43,,Forbes,"Karl Freund, Contributor, 
 Karl Freund, Contributor
 https://www.forbes.com/sites/karlfreund/","Qualcomm Could Benefit Most From DeepSeek’s New, Smaller AI","Within less than a week, DeepSeek R1-distilled models were running on Qualcomm Snapdragon-powered PCs and smartphones.",https://www.forbes.com/sites/karlfreund/2025/02/14/qualcomm-could-benefit-most-from-deepseeks-new-smaller-ai/,https://imageio.forbes.com/specials-images/imageserve/67aceed41771eae3b957a09c/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-02-14 15:10:48+00:00,"Qualcomm CEO Cristiano Amon
Qualcomm
While the Deep Seek Moment crashed most semiconductor stocks as investors feared lower demand for data center AI chips, these new, smaller AI models are just th… [+4607 chars]"
