source_id,source_name,author,title,description,url,urlToImage,publishedAt,content
,404media.co,Emanuel Maiberg,US Bill Proposes Jail Time for People Who Download DeepSeek,"According to the language of the proposed bill, people who download AI models from China could face up to 20 years in jail, a million dollar fine, or both.",https://www.404media.co/senator-hawley-proposes-jail-time-for-people-who-download-deepseek/,https://images.unsplash.com/photo-1738107450287-8ccd5a2f8806?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMTc3M3wwfDF8c2VhcmNofDF8fGRlZXBzZWVrfGVufDB8fHx8MTczODYxNjA1N3ww&ixlib=rb-4.0.3&q=80&w=2000,2025-02-03 23:41:00+00:00,"The Republican Senator from Missouri Josh Hawley has introduced a new bill that would make it illegal to import or export artificial intelligence products to and from China, meaning someone who knowi… [+6322 chars]"
,heise online,Andreas Knobloch,"Dienstag: Beitragsnachlass gegen Daten, El Salvador streicht Bitcoin als Währung",Gesundheitsdaten begehrt + Bitcoin nicht mehr Währung El Salvadors + X klagt wegen Werbeboykott + Nvidia-Hardware bei DeepSeek + Porno-App auf dem iPhone,https://www.heise.de/news/Dienstag-Beitragsnachlass-gegen-Daten-El-Salvador-streicht-Bitcoin-als-Waehrung-10268330.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/7/9/3/9/6/5/Wochentage-source-sans-30d428d8d4315fdf.png,2025-02-04 05:15:00+00:00,"Die ""E-Patientenakte für alle"" sorgt für Begehrlichkeiten. Ginge es nach CDU-Chef Friedrich Merz, kostete Privatsphäre die Patienten bald extra. Wer seine Daten schützen möchte, müsste tiefer in die … [+4272 chars]"
,heise online,Isabel Grünewald,"KI-Update kompakt: Deep research, DeepSeek, Human Authored, Google","Das ""KI-Update"" liefert werktäglich eine Zusammenfassung der wichtigsten KI-Entwicklungen.",https://www.heise.de/news/KI-Update-kompakt-Deep-research-DeepSeek-Human-Authored-Google-10263816.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/7/9/1/4/8/9/KIupdate_Titel_122023-4cd1ddee68e292c6.png,2025-02-03 14:00:00+00:00,"Inhaltsverzeichnis
OpenAI erweitert sein Portfolio mit ""deep research"", einem neuen KI-Agenten für umfangreiche Recherchen, der auf dem kürzlich eingeführten o3-Modell basiert. Der in ChatGPT integr… [+5452 chars]"
,MarketWatch,Emily Bary,Nvidia’s stock falls as these two questions dog investors,"Wall Street is trying to assess how tariffs would impact the chip sector. Plus, the DeepSeek fallout lingers.",https://www.marketwatch.com/story/nvidias-stock-falls-as-these-two-questions-dog-investors-a659200a,https://images.mktw.net/im-13895547/social,2025-02-03 17:51:00+00:00,"Nvidia Corp.s stock is declining in Monday action as investors weigh the potential for tariffs to impact chip companies and continue to assess the fallout from DeepSeek. 
Shares of Nvidia 
NVDA are… [+212 chars]"
,Xataka.com,Javier Pastor,"Con Deep Research, OpenAI apunta un futuro claro. Uno lleno de agentes de IA especializados (y muy caros)","OpenAI sigue pisando el acelerador y no para de presentar cambios en sus servicios y nuevos modelos. Si hace tres días llegaba o3-mini para todos los usuarios de ChatGPT, ahora la empresa va más allá y nos ofrece un modelo especialmente ambicioso. No solo eso…",https://www.xataka.com/robotica-e-ia/deep-research-openai-apunta-futuro-claro-uno-lleno-agentes-ia-especializados-muy-caros,https://i.blogs.es/32c340/deep-research/840_560.jpeg,2025-02-03 14:30:25+00:00,"OpenAI sigue pisando el acelerador y no para de presentar cambios en sus servicios y nuevos modelos. Si hace tres días llegaba o3-mini para todos los usuarios de ChatGPT, ahora la empresa va más allá… [+3982 chars]"
,Phandroid - News for Android,Tyler Lee,Apple could be looking to bring DeepSeek to Apple Intelligence,"According to the latest reports, Apple is looking to incorporate China’s DeepSeek into Apple Intelligence which is quite the strategic move.
The post Apple could be looking to bring DeepSeek to Apple Intelligence appeared first on Phandroid.",https://phandroid.com/2025/02/03/apple-could-be-looking-to-bring-deepseek-to-apple-intelligence/,https://phandroid.com/wp-content/uploads/2024/06/Apple-Intelligence.jpg,2025-02-03 05:15:23+00:00,"Recent rumors suggest that Apple may incorporate DeepSeek into Apple Intelligence, according to a report from a post on Weibo. This is quite a strategic move from Apple as it could address key challe… [+1470 chars]"
,Slashdot.org,BeauHD,Air Force Documents On Gen AI Test Are Just Whole Pages of Redactions,"An anonymous reader quotes a report from 404 Media: The Air Force Research Laboratory (AFRL), whose tagline is ""Win the Fight,"" has paid more than a hundred thousand dollars to a company that is providing generative AI services to other parts of the Departmen…",https://tech.slashdot.org/story/25/02/03/2018259/air-force-documents-on-gen-ai-test-are-just-whole-pages-of-redactions,https://a.fsdn.com/sd/topics/military_64.png,2025-02-03 20:20:00+00:00,"The Air Force Research Laboratory (AFRL), whose tagline is ""Win the Fight,"" has paid more than a hundred thousand dollars to a company that is providing generative AI services to other parts of the D… [+2264 chars]"
,Windows Central,kevinokemwa@outlook.com (Kevin Okemwa),"""Woefully unjustified"": Meta's AI lead scientist blasts market reactions to DeepSeek's cost-efficient model following NVIDIA's $600 billion valuation drop","The billions of dollars invested by top AI labs are used to mitigate inference computing prices, not to train AI models.",https://www.windowscentral.com/software-apps/meta-ai-lead-scientist-blasts-market-reactions-to-deepseek,https://cdn.mos.cms.futurecdn.net/CAVhuQYBbDtr8eGuKQ4vwE-1200-80.jpg,2025-02-03 13:00:00+00:00,"Last month, Chinese AI startup DeepSeek made headlines after unveiling its R1 V3-powered AI model. At a fraction of the development cost, this model surpasses OpenAI's proprietary o1 reasoning model … [+2517 chars]"
,Windows Central,kevinokemwa@outlook.com (Kevin Okemwa),"Microsoft CFO urges employees to ""focus"" amid recent AI developments like OpenAI's $500 billion Stargate project — but Satya Nadella says DeepSeek is good for business","Amy Hood urged employees to remain focused and build toward the company's AI goals, while CEO Satya Nadella says DeepSeek is good for business.",https://www.windowscentral.com/microsoft/microsoft-cfo-urges-employees-to-focus-amid-recent-ai-developments,https://cdn.mos.cms.futurecdn.net/2yYtzxFXoBC2eAYvKkY5Jb-1200-80.jpg,2025-02-03 13:00:00+00:00,"Last week, Microsoft released its financial results for Q2 FY25, reporting a 12% growth in revenue, which translates to approximately $69.6 billion. The Redmond giant's Commercial Cloud segment reven… [+2756 chars]"
,Penny-arcade.com,,"Vengeance is Mine, Saith The Lord","DeepSeek - we all know about this, right? The Chinese model that came out of nowhere, became the number one installed app and remains so? And it's way cheaper, plus it's open source? That DeepSeek. That's the one I mean. Anyway, if it were possible to detonat…",https://www.penny-arcade.com/news/post/2025/02/03/vengeance-is-mine-saith-the-lord,https://assets.penny-arcade.com/img/logo_opengraph.jpg,2025-02-03 19:11:00+00:00,"DeepSeek - we all know about this, right? The Chinese model that came out of nowhere, became the number one installed app and remains so? And it's way cheaper, plus it's open source? That DeepSeek. T… [+1357 chars]"
,Xataka.com,Javier Pastor,China quiere convertirse en motor mundial de la IA. Y su plan es depender solo de ella misma,"Parecía estar descolgada en IA y tenerlo muy difícil para recuperar terreno, pero China ha demostrado saber superar todas esas dificultades. Lo ha demostrado con el reciente protagonismo de DeepSeek, pero es que los planes del gigante asiático son los de domi…",https://www.xataka.com/robotica-e-ia/china-quiere-convertirse-motor-mundial-ia-su-plan-depender-solo-ella,https://i.blogs.es/f3d973/china/840_560.jpeg,2025-02-03 12:30:25+00:00,"Parecía estar descolgada en IA y tenerlo muy difícil para recuperar terreno, pero China ha demostrado saber superar todas esas dificultades. Lo ha demostrado con el reciente protagonismo de DeepSeek,… [+3808 chars]"
,Xataka.com,Javier Marquez,"OpenAI, cada vez más lejos de Microsoft: se une a SoftBank para crear “Cristal Intelligence” y conquistar empresas","Atrás quedaron los días en los que OpenAI era una ""pequeña startup"" que dependía del patrocinio de Microsoft para subsistir. Los primeros 1.000 millones de dólares invertidos por el gigante de Redmond fueron esenciales para desarrollar productos como ChatGPT.…",https://www.xataka.com/empresas-y-economia/openai-cada-vez-lejos-microsoft-se-une-a-softbank-para-crear-cristal-intelligence-conquistar-empresas,https://i.blogs.es/f774ec/altman-masayoshi-portada/840_560.jpeg,2025-02-03 23:08:28+00:00,"Atrás quedaron los días en los que OpenAI era una ""pequeña startup"" que dependía del patrocinio de Microsoft para subsistir. Los primeros 1.000 millones de dólares invertidos por el gigante de Redmon… [+2995 chars]"
,Habr.com,technokratiya,"[Перевод] Все встревожены взлетом DeepSeek — кроме Nvidia, которая этому способствовала","Акции Nvidia просели в цене, а регуляторы ограничивают её продажи чипов, но американский гигант ИИ смотрит в будущее и ведёт долгую игру в Китае. Авторы издания The Wall Street Journal объясняют, почему релиз DeepSeek не сможет пошатнуть доминацию Nvidia на р…",https://habr.com/ru/articles/879112/#post-content-body,https://habrastorage.org/getpro/habr/upload_files/66b/590/722/66b590722ae57eb80bbc4c0a89c80984.png,2025-02-03 15:17:05+00:00,"Nvidia , , .
:  
, , . «».  « »  AI, LLM RAG, .
 LLM  .
Nvidia , . , .
 , . , Nvidia , .
 Nvidia 17% DeepSeek Nvidia. Nvidia.
 Nvidia , , .
 , , . Nvidia, , , .
 Nvidia, $3 -, . , , Nvidia ,… [+1414 chars]"
,Hipertextual,Gabriel Erard,"Europa anuncia OpenEuroLLM, su plan para plantarle cara a Silicon Valley y China con IA de código abierto","Los grandes avances en materia de inteligencia artificial hoy llegan desde Estados Unidos y China, y eso no es novedad. Sin embargo, Europa no quiere quedarse atrás y aspira a cerrar la brecha de la mano de OpenEuroLLM, un proyecto para crear modelos de lengu…",http://hipertextual.com/2025/02/europa-anuncia-openeurollm-su-ia-de-codigo-abierto,https://imgs.hipertextual.com/wp-content/uploads/2025/02/alexandre-lallemand-Pcs3mOL14Sk-unsplash-scaled.jpg,2025-02-03 19:22:40+00:00,"Los grandes avances en materia de inteligencia artificial hoy llegan desde Estados Unidos y China, y eso no es novedad. Sin embargo, Europa no quiere quedarse atrás y aspira a cerrar la brecha de la … [+4157 chars]"
,Habr.com,AlexeyRybakov,[Перевод] Быстрое локальное развертывание DeepSeek,"В этой статье я поделюсь опытом быстрого локального развертывания модели DeepSeek — решения, которое позволяет не зависеть от облачных сервисов, сохранять конфиденциальность данных и тонко настраивать модель под собственные задачи. Читать далее",https://habr.com/ru/articles/879076/#post-content-body,https://habrastorage.org/getpro/habr/upload_files/9f2/114/39e/9f211439e39e30bb04f663b0894dbdb5.png,2025-02-03 13:49:37+00:00,"DeepSeek , , . 
 DeepSeek ?
, , : , ? :
<ol><li>. .
</li><li> . , API.
</li><li>. .
</li></ol> 1: ollama 
 :https://ollama.com/
<ol><li>:ollama . install .
</li></ol>
2. :
 (cmd) : ollama… [+855 chars]"
die-zeit,Die Zeit,ZEIT ONLINE: Internet - Jens Mühling,DeepSeek: Warum wir China immer noch unterschätzen,Im Westen hat der Erfolg des chinesischen KI-Start-ups DeepSeek viele überrascht. Das sagt womöglich mehr über unseren Blick auf China aus als über China selbst.,https://www.zeit.de/digital/internet/2025-02/deepseek-china-kuenstliche-intelligenz-unternehmen,https://img.zeit.de/digital/internet/2025-02/deepseek-china-kuenstliche-intelligenz-unternehmen-bild/wide__1300x731,2025-02-03 12:43:14+00:00,"Wer hätte das gedacht? Ein chinesisches Start-up, dessen
Namen im Westen bis Anfang der Woche kaum jemand gekannt hat, setzt sich quasi
aus dem Nichts an die Spitze der künstlich intelligenten Spra… [+758 chars]"
,Appinn.com,青小蛙,此时此刻，用免费的 Cursor 使用免费的 DeepSeek-R1 模型,Cursor 是一款非常酷的用 AI 写代码的编辑器，DeepSeek-R1 更不用说了，早已火出圈。​ 目前阶段，除了需要付费使用的 Composer（它可以独立自主的完成创建文件、写代码、保存文件,https://www.appinn.com/cursor-deepseek-ri/,https://www.appinn.com/wp-content/uploads/2025/02/Copy-of-appinn-homework-32.jpg,2025-02-03 12:36:43+00:00,"Cursor  AI DeepSeek-R1 
 ComposerCursor  DeepSeek-R1
Cursor  DeepSeek-R1 
<ol><li> Cursor</li><li> DeepSeek-R1 </li><li> Chat DeepSeek-R1 </li></ol> R1 
Windows macOS"
,heise online,Ben Schwan,Swift-App für den Mac speziell für MLX-LLMs,"Wer lokale große Sprachmodelle ausprobieren will, kann nun eine neue macOS-App testen. Sie hat sich auf die Apple-Silicon-optimierten MLX-LLMs spezialisiert.",https://www.heise.de/news/Swift-App-fuer-den-Mac-speziell-fuer-MLX-LLMs-10266065.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/7/9/2/8/1/1/picoai-71f113af15cc76be.png,2025-02-03 10:46:00+00:00,"Experimente mit Large Language Models (große Sprachmodelle, LLMs) direkt auf dem heimischen Rechner liegen spätestens seit dem Hype um DeepSeek voll im Trend. Apple-Silicon-Macs sind je nach RAM-Ausb… [+2261 chars]"
,Android Police,Jules Wang,It's Pebble Time again on the Android Police podcast,To find a parcel of joy this week is rough work,https://www.androidpolice.com/its-pebble-time-again-on-the-android-police-podcast/,https://static1.anpoimages.com/wordpress/wp-content/uploads/2025/01/169-1-8.png,2025-02-03 11:01:10+00:00,"The zephyrs of news this week have completely displaced all of the good bits of Android news that could have popped up onto the surface for this Android Police podcast. So, for this week, we'll avoid… [+713 chars]"
,Applesfera.com,Álvaro García M.,Apple tenía la oportunidad del siglo con DeepSeek en China. Se ha encontrado a un viejo enemigo: Huawei,"La ley china es compleja para cualquiera. Incluso para una Apple que, pese a su constante reducción de ingresos en el país, sigue siendo una de las compañías más valiosas del país. La irrupción de la IA generativa no ha hecho más que darle dolores de cabeza y…",https://www.applesfera.com/servicios-apple/apple-tenia-oportunidad-siglo-deepseek-china-se-ha-encontrado-a-viejo-enemigo-huawei,https://i.blogs.es/c45a8d/deepseek/840_560.jpeg,2025-02-03 15:00:24+00:00,"La ley china es compleja para cualquiera. Incluso para una Apple que, pese a su constante reducción de ingresos en el país, sigue siendo una de las compañías más valiosas del país. La irrupción de la… [+3427 chars]"
,Genbeta.com,Bárbara Bécares,"Sam Altman cree que OpenAI necesita una nueva estrategia de código abierto, y lo afirma tras la revolución de DeepSeek","Hace unos días conocimos cuál es la principal competencia en el mercado para ChatGPT y de cualquier otro chatbot que conocemos: desde China llegó DeepSeek con muchas sorpresas. Entre ellas, su modelo de código abierto u Open Source.
<!-- BREAK 1 -->
Además de…",https://www.genbeta.com/actualidad/sam-altman-cree-que-openai-necesita-nueva-estrategia-codigo-abierto-afirma-revolucion-deepseek,https://i.blogs.es/da526a/den-evstratov-inshj5sg2vc-unsplash/840_560.jpeg,2025-02-03 20:30:27+00:00,"Hace unos días conocimos cuál es la principal competencia en el mercado para ChatGPT y de cualquier otro chatbot que conocemos: desde China llegó DeepSeek con muchas sorpresas. Entre ellas, su modelo… [+2470 chars]"
,Faz.net,Alexander Armbruster,"Kahneman und die KI: Schnelles Denken, langsames Denken",Das chinesische KI-Unternehmen Deepseek hat die Welt geschockt. Es geht um Fortschritt in mehrfacher Hinsicht. Und um Daniel Kahneman.,https://www.faz.net/aktuell/wirtschaft/kuenstliche-intelligenz/daniel-kahnemann-was-diskussion-ueber-ki-inspiriert-110268307.html,https://media0.faz.net/ppmedia/aktuell/2959776375/1.9620192/facebook_teaser/daniel-kahneman-1934-2024-hat.jpg,2025-02-03 11:21:07+00:00,"Der verstorbene Wirtschaftsnobelpreisträger Daniel Kahneman stellte einst eine bahnbrechende Unterscheidung an, die auch die Diskussion über die Künstliche Intelligenz inspiriert: Er beschrieb zwei v… [+4252 chars]"
,Xataka.com,Javier Lacort,"30.000 empleos y muchas dudas. Qué sabemos (y qué no) del ""data valley"" valenciano","La Generalitat Valenciana ha anunciado un megaproyecto de centros de datos que genera más interrogantes que certezas sobre su viabilidad real.

El contexto. Carlos Mazón, presidente de la Comunidad Valenciana, ha presentado Digital Valley Comunitat Valenciana…",https://www.xataka.com/empresas-y-economia/30-000-empleos-muchas-dudas-que-sabemos-que-no-data-valley-valenciano,https://i.blogs.es/8b6408/emita0905_25-1900-comp/840_560.jpeg,2025-02-03 15:16:23+00:00,"La Generalitat Valenciana ha anunciado un megaproyecto de centros de datos que genera más interrogantes que certezas sobre su viabilidad real.
El contexto. Carlos Mazón, presidente de la Comunidad V… [+2384 chars]"
,Faz.net,"Corinna Budras, Katja Gelinsky, Hendrik Kafsack",Die EU kontert Deepseek und Stargate mit Regulierung,Inakzeptable KI-Anwendungen sind seit dem 2. Februar verboten. Kritiker sehen in dem AI-Act eine Innovationsbremse.,https://www.faz.net/aktuell/wirtschaft/mehr-wirtschaft/ki-regulierung-eu-kontert-deepseek-und-stargate-mit-regulierung-110271119.html,https://media0.faz.net/ppmedia/aktuell/wirtschaft/799454315/1.9892676/facebook_teaser_fplus/kuenftig-staerker-reguliert.jpg,2025-02-03 16:32:21+00:00,"Ursula von der Leyen konnte sich die Genugtuung über den Coup von Deepseek nicht verkneifen, als sie in Brüssel ihr Arbeitsprogramm zur Förderung der Wettbewerbsfähigkeit in der EU vorstellte. Die jü… [+624 chars]"
,MIT Technology Review,MIT Technology Review,Roundtables: What DeepSeek’s Breakout Success Means for AI,"What DeepSeek’s Breakout Success Means for AI Speakers: Charlotte Jee, news editor, Will Douglas Heaven, senior AI editor, and Caiwei Chen, China reporter. The tech world is abuzz over a new open-source reasoning AI model developed by DeepSeek, a Chinese star…",https://www.technologyreview.com/2025/02/03/1110854/roundtables-what-deepseeks-breakout-success-means-for-ai/,"https://wp.technologyreview.com/wp-content/uploads/2025/02/Roundtables-Zoom-Opening-Overlay-1920x1080-2.png?resize=1200,600",2025-02-03 17:49:55+00:00,"What DeepSeeks Breakout Success Means for AI
Speakers: Charlotte Jee, news editor, Will Douglas Heaven, senior AI editor, and Caiwei Chen, China reporter.
The tech world is abuzz over a new open-so… [+689 chars]"
,Theregister.com,Rupert Goodwins,DeepSeek spills Big AI's open secret: Bright people with good ideas can beat billion dollar binges,"You can’t make monopoly money without a monopoly, but you sure can lose it
Opinion It would take a heart of stone not to explode with joy at the massive infusion of schadenfreude provided in recent days by the DeepSeek AIpocalypse.…",https://www.theregister.com/2025/02/03/opinion_column_deepseek/,https://regmedia.co.uk/2025/01/31/shuttertsock_deepseek.jpg,2025-02-03 13:15:11+00:00,"Opinion It would take a heart of stone not to explode with joy at the massive infusion of schadenfreude provided in recent days by the DeepSeek AIpocalypse.
Trillion dollar markdown in tech stocks, … [+4646 chars]"
,Frandroid,Arthur Rafié,ChatGPT s’inspire de DeepSeek pour son système de recherche,ChatGPT présente un nouveau système de recherche approfondi pour sa solution professionnelle. DeepSeek vs ChatGPT // Source : Frandroid OpenAI présente,https://www.frandroid.com/culture-tech/2491884_chatgpt-sinspire-de-deepseek-pour-son-systeme-de-recherche,"https://c0.lestechnophiles.com/images.frandroid.com/wp-content/uploads/2025/02/deepseek-vs-open-ai-chatgpt-1200x750-2.jpg?resize=1600,900&key=2bf436f4&watermark",2025-02-03 12:00:00+00:00,"ChatGPT présente un nouveau système de recherche approfondi pour sa solution professionnelle. 
DeepSeek vs ChatGPT // Source : Frandroid
OpenAI présente une nouvelle fonctionnalité dans la version … [+2150 chars]"
