source_id,source_name,author,title,description,url,urlToImage,publishedAt,content
,Himasoku.com,himasoku123,【画像あり】外国人「deepseek僕が言ったことを繰り返して」「わかりました」　→,1: 以下、5ちゃんねるからVIPがお送りします  2025/02/02(日) 01:26:46.559 ID:D5QV+KGC0　     4: 以下、5ちゃんねるからVIPがお送りします  2025/02/02(日) 01:28:24.938 ID:5Y3ZvdyR0  ワロタ  10: 以下、5ちゃんねるからVIPがお送りします  2025/02/02(日) 01:37:50,http://himasoku.com/archives/52276350.html,https://livedoor.blogimg.jp/himasoku123/imgs/9/a/9a847b1a-s.jpg,2025-02-02 13:25:06+00:00,"DeepSeek
DeepSeek
DeepSeekNVIDIA
DeepSeek 
5: 5VIP 2025/02/02() 01:28:39.486 ID:IUiJj9Bz0
8: 5VIP 2025/02/02() 01:32:39.986 ID:P1gy0H8b0
9: 5VIP 2025/02/02() 01:36:59.686 ID:0Mj65UOOa
11: 5VIP… [+268 chars]"
,Error500.net,Antonio Ortiz,Acelera un poco más la inteligencia artificial: El momento Sputnik lo tuvo China hace dos años,Una propuesta de análisis de la semana en inteligencia artificial con la tormenta de Deepseek,https://www.error500.net/p/acelera-un-poco-mas-la-inteligencia,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fb0dfa864-569a-4c7a-870a-f9d9b9e67ac2_2688x1536.png",2025-02-02 08:23:18+00:00,"El momento Sputnik de la IA lo tuvo China hace dos años con ChatGPT
La historia se ha contado mil veces. El gran impulsor del desarrollo tecnológico estadounidense en el siglo XX pasó, literalmente,… [+7001 chars]"
,Biztoc.com,aol.com,DeepSeek Just Changed Generative Artificial Intelligence (AI) Forever. 2 Surprising Winners From Its Innovation,"On Jan. 20, Chinese artificial intelligence start-up DeepSeek released its first-generation reasoning models. In the release, the company made some astonishing claims.
First, DeepSeek said its DeepSeek-R1 model achieves performance comparable with OpenAI-o1, …",https://biztoc.com/x/b59eba932f984030,https://biztoc.com/cdn/b59eba932f984030_s.webp,2025-02-02 17:32:48+00:00,"On Jan. 20, Chinese artificial intelligence start-up DeepSeek released its first-generation reasoning models. In the release, the company made some astonishing claims.First, DeepSeek said its DeepSee… [+140 chars]"
,Nextpit.de,Edwin Kee,"Top 5 Android- und iOS-Apps der Woche: DeepSeek, Tiny Paws & mehr!","Wir empfehlen diese Top 5 Apps und Spiele für Euer Android- und iOS-Smartphone für die Woche, darunter die derzeit meistdiskutierte KI-App DeepSeek.",https://www.nextpit.de/top-5-android-ios-apps-der-woche-2025-05,https://fs.npstatic.com/userfiles/7687254/image/Top_Apps.jpg,2025-02-02 09:00:01+00:00,"NVIDIAs Kryptonit in dieser Woche ist kein Geringerer als DeepSeek, der KI-Assistent, dessen Entwicklung angeblich weniger als 6 Millionen Dollar gekostet hat und der dennoch eine erstaunliche Leistu… [+10504 chars]"
,Genbeta.com,Bárbara Bécares,"La llaman para trabajar y a los dos minutos le dicen: ""te voy a pedir que pares"" de hablar. Su problema fue el de toda la juventud","Ya nos hemos hecho eco en varias ocasiones de personas que se hacen virales contando diversos problemas que enfrentan en su trabajo o en contextos laborales como el TikTok de una joven quejándose de su trabajo, que ha puesto varias cuestiones muy interesantes…",https://www.genbeta.com/a-fondo/llaman-para-trabajar-a-dos-minutos-le-dicen-te-voy-a-pedir-que-pares-hablar-su-problema-fue-toda-juventud-1,https://i.blogs.es/2eed95/van-tay-media-tffn3bylc5s-unsplash/840_560.jpeg,2025-02-02 13:01:58+00:00,Ya nos hemos hecho eco en varias ocasiones de personas que se hacen virales contando diversos problemas que enfrentan en su trabajo o en contextos laborales como el TikTok de una joven quejándose de … [+2466 chars]
,Tom's Hardware UK,Anton Shilov,"DeepSeek might not be as disruptive as claimed, firm reportedly has 50,000 Nvidia GPUs and spent $1.6 billion on buildouts","SemiAnalysis says that DeepSeek and its venture capitalist partner spent some $1.6 billion dollar on AI hardware from Nvidia, says SemiAnalysis.",https://www.tomshardware.com/tech-industry/artificial-intelligence/deepseek-might-not-be-as-disruptive-as-claimed-firm-reportedly-has-50-000-nvidia-gpus-and-spent-usd1-6-billion-on-buildouts,https://cdn.mos.cms.futurecdn.net/zR8j9PwSx2RcUt6gUCCL7J-1200-80.jpg,2025-02-02 18:00:44+00:00,"Chinese startup DeepSeek recently took center stage in the tech world with its startlingly low usage of compute resources for its advanced AI model called R1, a model that is believed to be competiti… [+4385 chars]"
,Forbes,"Bill Stone, Contributor, 
 Bill Stone, Contributor
 https://www.forbes.com/sites/bill_stone/",DeepSeek Undermines Robust Earnings And Economic Growth,"Despite supportive earnings, DeepSeek shocked technology stocks. In the busiest week of the earnings season, tariffs and the jobs report could add to market volatility.",https://www.forbes.com/sites/bill_stone/2025/02/02/deepseek-undermines-robust-earnings-and-economic-growth/,https://imageio.forbes.com/specials-images/imageserve/679e41168f3e15064306bc16/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-02-02 11:40:20+00:00,"Despite overall better earnings and resilient U.S. economic growth, the announcement of DeepSeek ... [+] development and President Trumps threatened tariffs against China, Canada, and Mexico caused c… [+8000 chars]"
,3dnews.ru,,Заявление DeepSeek о низкой стоимости обучения ИИ и использовании всего 2048 GPU Nvidia опровергнуто аналитиками,"Китайский стартап DeepSeek привлёк всеобщее внимание, заявив о создании конкурентоспособной модели искусственного интеллекта (ИИ) с минимальными затратами. Компания утверждала, что на обучение чат-бота было потрачено всего $6 млн и использовано 2048 графическ…",https://3dnews.ru/1117636/analitiki-semianalysis-oprovergli-zayavleniya-deepseek-o-nizkoy-stoimosti-obucheniya-iimodeli,https://3dnews.ru/assets/external/illustrations/2025/02/03/1117636/Nvidia_782.jpg,2025-02-03 01:23:00+00:00,"DeepSeek , () . , - $6 2048 (GPU). SemiAnalysis , $1,6 50 000 GPU Nvidia.
: Nvidia, tomshardware.com
, DeepSeek , 50 000 GPU Hopper. 10 000 H800 10 000 H100, H20. , . Tom's Hardware, $1,6 , $944 .… [+132 chars]"
,Antyweb.pl,Patryk Koncewicz,Twórcy ChatGPT kontratakują. Oto odpowiedź na DeepSeek,Model o3-mini jest już dostępny dla wszystkich – możecie skorzystać bez opłacania subskrypcji.,https://antyweb.pl/tworcy-chatgpt-kontratakuja-oto-odpowiedz-na-deepseek,"https://static.antyweb.pl/img/w_1250,h_550/wp-content/uploads/2024/08/h1cnqr2awz/chatgpt-sztuczna-inteligencja.jpg",2025-02-02 18:01:17+00:00,"OpenAI nie mogo pozosta bezczynne w obliczu globalnego tornado, jakie rozptao si wokó DeepSeek nowego modelu jzykowego, który byskawicznie podbi serca uytkowników i wspi si na podium najpopularniejsz… [+3049 chars]"
,Olhardigital.com.br,Vitoria Lopes Gomez,Mas já? Rival da China proíbe DeepSeek para servidores públicos,"Território alega preocupações de segurança 
O post Mas já? Rival da China proíbe DeepSeek para servidores públicos apareceu primeiro em Olhar Digital.",https://olhardigital.com.br/2025/02/02/pro/mas-ja-rival-da-china-proibe-deepseek-para-servidores-publicos/,https://olhardigital.com.br/wp-content/uploads/2025/01/deepseek_.jpg,2025-02-02 21:15:33+00:00,"A startup chinesa DeepSeek chamou atenção na semana passada com o DeepSeek R1, modelo de inteligência artificial com capacidades similares às IAs de ponta (como o ChatGPT), mas que precisou de muito … [+2995 chars]"
,Forbes,"Zak Doffman, Contributor, 
 Zak Doffman, Contributor
 https://www.forbes.com/sites/zakdoffman/",New TikTok Ban—America’s AI Warning Changes Everything,Has everything suddenly changed for TikTok?,https://www.forbes.com/sites/zakdoffman/2025/02/02/new-tiktok-ban-americas-ai-warning-changes-everything/,"https://imageio.forbes.com/specials-images/imageserve/66ff77d3f53bcfc81e764f99/0x0.jpg?format=jpg&crop=1291,742,x569,y483,safe&height=900&width=1600&fit=bounds",2025-02-02 13:37:27+00:00,"Everything suddenly changes for TikTok
NurPhoto via Getty Images
There is something poetically ironic about the news this weekend, that DeepSeek and Huawei have teamed up as Chinas newest and oldes… [+2974 chars]"
,Geekpark.net,,微信视频美颜「仅自己可见」，官方：都能看见；《哪吒 2》破30亿冲击票房冠军；水上机器人救回 3 位溺水者,受 DeepSeek 市场冲击，英伟达市值单周缩水 5520 亿美元2 月 2 日消息，英伟达市值在一周内缩水了 5520 亿美元（约合 4 万亿元人民币），这一现象引起了市场的广泛关注。据悉，这一市值缩水与近期国内人工智能初创企业 DeepSeek（深度求索）发布的新开源模型 R1 密切相关。2025 年 1 月底，DeepSeek 的 AGI 大模型软件超越 ChatGPT 登顶苹果应用商店免费榜第一，对算力市场造成了巨大冲击。目前，英伟达股价下跌 16.86%，创历史最大单日蒸发规模，市值蒸发 5888.6…,https://www.geekpark.net/news/345707,https://imgslim.geekpark.net/uploads/image/file/97/37/97372c6ecbfa73f399f10c5a4065f550.jpg,2025-02-03 00:42:40+00:00,"DeepSeek 5520 
2 2 5520 4 
 DeepSeek R1 
2025 1 DeepSeek AGI ChatGPT 
 16.86% 5888.62 4.27 5520 
DeepSeek OpenAI o1 AI 
DeepSeek GPU AI : 
iPhone 11%
 1243 1241 iPhone 691.4 710 185.1 213.3 2… [+794 chars]"
,Forbes,"Gene Marks, Contributor, 
 Gene Marks, Contributor
 https://www.forbes.com/sites/quickerbettertech/",Business Tech News: What Business Owners Should Know About DeepSeek,"DeepSeek is good for businesses, new and powerful laptops are coming, X is rolling out its payment app and get ready for AI regulations across the country this year.",https://www.forbes.com/sites/quickerbettertech/2025/02/02/business-tech-news-what-business-owners-should-know-about-deepseek-ai/,https://imageio.forbes.com/specials-images/imageserve/679cc3d9685eeaa3ddb0c2a9/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-02-02 12:00:00+00:00,"Here are five things in business tech news that happened this week and how they affect your business. Did you miss them?
SAN ANSELMO, CALIFORNIA - JANUARY 27: In this photo illustration, the DeepSee… [+6669 chars]"
,Javacodegeeks.com,Java Code Geeks,"2025 IT Unleashed: DeepSeek Disrupts, Cloud Growth Shifts, & Big Tech Reinvents the Future","DeepSeek’s Disruptive AI Revolution DeepSeek has emerged as a true game changer in the AI landscape. Last week, headlines reported that DeepSeek’s new large language model, DeepSeek-R1, is challenging established players by achieving performance comparable to…",https://www.javacodegeeks.com/2025/02/2025-it-unleashed-deepseek-disrupts-cloud-growth-shifts-big-tech-reinvents-the-future.html,https://www.javacodegeeks.com/wp-content/uploads/2025/02/Leonardo_Phoenix_10_A_futuristic_digital_collage_titled_2025_I_1.jpg,2025-02-02 22:03:29+00:00,"DeepSeek has emerged as a true game changer in the AI landscape. Last week, headlines reported that DeepSeeks new large language model, DeepSeek-R1, is challenging established players by achieving pe… [+8655 chars]"
,Tinhte.vn,"no-reply@tinhte.vn (Lư Thế Nghĩa), Lư Thế Nghĩa",DeepSeek AI tận dụng tốt tài nguyên nhờ năng lực lập trình gần đạt mức assembly?,"Theo một số chuyên gia, DeepSeek không cần tới cả CUDA để khai thác GPU của NVIDIA.
 
Sự xuất hiện của DeepSeek trong những ngày vừa qua là một cơn địa chấn với giới công nghệ toàn cầu, đặc biệt là mảng AI.",https://tinhte.vn/thread/deepseek-ai-tan-dung-tot-tai-nguyen-nho-nang-luc-lap-trinh-gan-dat-muc-assembly.3953999/,https://photo2.tinhte.vn/data/attachment-files/2025/02/8630318_cover-deepseek-ptx.jpg,2025-02-03 01:55:23+00:00,"V c bn mà nói, CUDA C/C++ là mt ngôn ng lp trình cp cao. Còn PTX gn vi ngôn ng máy hn, nó ""sát"" vi chi tit phn cng (close-to-metal) hn. Khi dùng PTX, lp trình viên có th ""nhìn rõ"" các thành phn nhân … [+3052 chars]"
,Himasoku.com,himasoku123,【画像あり】熟女キラー「えっ！もう会えないの！？」　→,1: それでも動く名無し  2025/02/01(土) 07:19:43.44 ID:KSykIv7UM  。          3: それでも動く名無し  2025/02/01(土) 07:21:26.42 ID:YyuDSVYy0  草  10: それでも動く名無し  2025/02/01(土) 07:28:52.55 ID:jn53yoA50  閉店で草,http://himasoku.com/archives/52276239.html,https://livedoor.blogimg.jp/himasoku123/imgs/7/c/7ca7463e-s.jpg,2025-02-02 15:25:47+00:00,"AV
5: 2025/02/01() 07:22:20.07 ID:Gj5BgsixM
18: 2025/02/01() 07:37:05.39 ID:G2cq2V9n0
7: 2025/02/01() 07:23:18.48 ID:WCTI2/dF0
9: 2025/02/01() 07:28:43.63 ID:9xwC+6Wr0
11: 2025/02/01() 07:28:54.… [+398 chars]"
,Olhardigital.com.br,Vitoria Lopes Gomez,DeepSeek fez efeito: OpenAI vai liberar IA poderosa de graça,"Desenvolvedora anunciou lançamento do modelo de raciocínio o3 para usuários da versão gratuita do ChatGPT
O post DeepSeek fez efeito: OpenAI vai liberar IA poderosa de graça apareceu primeiro em Olhar Digital.",https://olhardigital.com.br/2025/02/02/pro/deepseek-fez-efeito-openai-vai-liberar-ia-poderosa-de-graca/,https://olhardigital.com.br/wp-content/uploads/2024/12/openai-inteligencia-artificial.png,2025-02-02 22:13:09+00:00,"A OpenAIestá liberando o modelo de inteligência artificial o3-mini gratuitamente para usuários do ChatGPT. A atitude vem depois de Sam Altman, CEO da desenvolvedora, prometer acelerar o lançamento de… [+1983 chars]"
,Esuteru.com,htmk711,【マジ注意】トランプ大統領の追加関税のせいで本日の日経平均株価が一時1100円安の大暴落！　世界経済全体にも景気後退懸念が高まってしまう…,【マジ注意】トランプ大統領の追加関税のせいで本日の日経平均株価が一時1100円安の大暴落！　世界経済全体にも景気後退懸念が高まってしまう…の記事ページ,http://blog.esuteru.com/archives/10322709.html,https://livedoor.blogimg.jp/hatima/imgs/e/7/e72b7cf0.jpg,2025-02-03 01:00:23+00:00,"2E
1100 - 
341100
1
25%10%43
https://t.co/6izjRHVLiy
— matsuta (@m_matsumatsuta) February 3, 2025
25%50%
? 
Deepseek"
,Forbes,"Iain Martin, Forbes Staff, 
 Iain Martin, Forbes Staff
 https://www.forbes.com/sites/iainmartin/",The EU Is Betting $56 Million On Open Source AI,The European Union is writing a $56 million check for researchers to build a large language model to rival its American and Chinese competitors.,https://www.forbes.com/sites/iainmartin/2025/02/02/the-eu-is-betting-56-million-on-open-source-ai/,https://imageio.forbes.com/specials-images/imageserve/679e3484238a4239a7817130/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-02-03 02:00:00+00:00,"The EU is backing a $56 million project involving researchers from of Europe's top AI labs to build a new open source large language model.
© 2020 Bloomberg Finance LP
For years, the European Union… [+3608 chars]"
,Meduza,Meduza,"Телеканал «Россия 1» рассказал, что DeepSeek разработан на основе советского кода. Это новость сатирического издания «Панорама»","В программе «Вести» на телеканале «Россия 1» рассказали, что китайский чат-бот DeepSeek был разработан на основе советского кода. Об этом несколькими днями ранее написало сатирическое издание «Панорама».",https://meduza.io/news/2025/02/02/telekanal-rossiya-1-rasskazal-chto-deepseek-razrabotan-na-osnove-sovetskogo-koda-eto-novost-satiricheskogo-izdaniya-panorama,https://meduza.io/imgly/share/1738503582/news/2025/02/02/telekanal-rossiya-1-rasskazal-chto-deepseek-razrabotan-na-osnove-sovetskogo-koda-eto-novost-satiricheskogo-izdaniya-panorama,2025-02-02 13:39:41+00:00,"«»   « 1» , - DeepSeek   .   «».
« DeepSeek , ,  1985 »,    «»,   X  «».
    «»  29  «»,     DeepSeek . «  ,   ,    .       ChatGPT»,  .
1  «»   ,   DeepSeek,   -    «»  , «  ». « ». ."
,Tinhte.vn,"no-reply@tinhte.vn (P.W), P.W",Cisco: DeepSeek R1 thất bại toàn diện trong bài kiểm tra an toàn AI,"Các nhà nghiên cứu của Cisco đã hợp tác với các nhà nghiên cứu bảo mật của đại học Pennsylvania, Mỹ, sử dụng những kỹ thuật bẻ khoá thuật toán, để thử nghiệm và so sánh khả năng vận hành của hàng rào bảo vệ trước những prompt độc hại và phi pháp mà…",https://tinhte.vn/thread/cisco-deepseek-r1-that-bai-toan-dien-trong-bai-kiem-tra-an-toan-ai.3954013/,https://photo2.tinhte.vn/data/attachment-files/2025/02/8630373_679dada199189.webp,2025-02-02 13:06:44+00:00,"ây rõ ràng là thông tin áng chú ý gia lúc DeepSeek ang khin cuc ua cnh tranh v chi phí vn hành mô hình AI tr nên gay gt hn bao gi ht. Startup Trung Quc này khng nh rng, R1 có kh nng cnh tranh vi nhng… [+1388 chars]"
,Thenewslens.com,BBC News 中文,DeepSeek創辦人梁文鋒：從量化基金到聊天機器人投資者，僅花一年便在AI世界立足,當被問及為什麼DeepSeek的模型讓這麼多矽谷人士感到驚訝時，梁文鋒回答說：「他們的驚訝源於看到一家中國公司作為創新者加入他們的遊戲，而不僅僅是跟隨者——這是大多數中國公司所習慣的。」,https://www.thenewslens.com/article/248451,https://ichef.bbci.co.uk/news/raw/cpsprodpb/fea8/live/c235e850-ddfa-11ef-902e-cf9b84dc1357.jpg,2025-02-02 23:57:00+00:00,"AIDeepSeekChatGPT
Donald Trump
Photo Credit: GettyImagesBBC News
DeepSeek202312AI40
36Geek
DeepSeek
AI
AIHigh-FlyerAI
20191000
AIAIH8002023DeepSeek
DeepSeekAI
Photo Credit: CCTVBBC News
D… [+366 chars]"
,Smashingapps.com,Team,DeepSeek-R1 on GitHub Models: A Game-Changer for Developers,Big news for developers and AI enthusiasts—DeepSeek-R1 on GitHub Models is now available! This integration brings one of the most advanced AI tools directly,https://smashingapps.com/deepseek-r1-on-github-models/,https://smashingapps.com/wp-content/uploads/2025/02/deekseep-r1-on-github-models-e1738481911272.png,2025-02-02 07:44:35+00:00,"Big news for developers and AI enthusiastsDeepSeek-R1 on GitHub Models is now available! This integration brings one of the most advanced AI tools directly into GitHub, making it easier than ever to … [+5722 chars]"
,Nakedcapitalism.com,Conor Gallagher,Links 2/2/2025,,https://www.nakedcapitalism.com/2025/02/links-2-2-2025.html,https://www.nakedcapitalism.com/wp-content/uploads/2025/02/Screenshot-2025-01-31-at-10.05.58 PM-1024x773.png,2025-02-02 11:55:56+00:00,"The Most Important Corporate Subsidy Battle of 2025 Boondoggle
Climate/Environment
Records show Big Sugar lobbyists are working on plans for an Everglades-area mine Seeking Rents
Threats and killi… [+8461 chars]"
,Expansion.com,expansion.com,"Liang Wenfeng, el fundador de DeepSeek",El nuevo protagonista del fenómeno de la inteligencia artificial (IA) en China es un ingeniero y emprendedor de 40 años especializado en visión artificial y defensor del código abierto y la IA inclusiva. Leer,https://www.expansion.com/podcasts/genios-finanzas/2025/02/03/679ce870468aebb8688b4587.html,https://phantom-expansion.unidadeditorial.es/4d866b776441df99eccf9e25990093c1/f/webp/assets/multimedia/imagenes/2025/01/31/17383371210806.jpg,2025-02-02 23:07:27+00:00,El nuevo protagonista del fenómeno de la inteligencia artificial (IA) en China es un ingeniero y emprendedor de 40 años especializado en visión artificial y defensor del código abierto y la IA inclus… [+602 chars]
,Biztoc.com,benzinga.com,Palantir CEO Alex Karp Sounds Alarm on China's Deepseek – Could This Threaten Palantir's AI Dominance?,"Zinger Key Points
- Karp warns DeepSeek's rise could challenge U.S. AI dominance and affect Palantir's stock growth amid increasing global competition.
- Palantir's growth hinges on AI demand, but DeepSeek's low-cost success raises questions about future tech…",https://biztoc.com/x/1fdbe014a615875f,https://biztoc.com/cdn/1fdbe014a615875f_s.webp,2025-02-02 16:36:52+00:00,"Zinger Key Points- Karp warns DeepSeek's rise could challenge U.S. AI dominance and affect Palantir's stock growth amid increasing global competition.- Palantir's growth hinges on AI demand, but Deep… [+146 chars]"
,Thenewslens.com,中央通訊社,DeepSeek重擊歐洲，法國AI高峰會聚焦外交角力，美國務院：將限制使用有風險工具,DeepSeek模型崛起衝擊全球，成本低廉卻引發資安疑慮。法國AI峰會登場，成美中歐角力場，凸顯AI外交重要性。DeepSeek的開源模式挑戰OpenAI等企業，歐洲視其為警鐘，盼藉此重振AI發展。美國務院則表示將限制使用有風險的AI工具。,https://www.thenewslens.com/article/248507,https://bucket-image.inkmaginecms.com/version/social/1/image/2025/02/d9689a1d-a190-4105-9175-b40caec7f1c9.jpg,2025-02-03 00:56:56+00:00,"DeepSeekAI
DeepSeek10AI
AIDeepSeekOpenAI
DeepSeekR1AI
DeepSeekCNILDeepSeekAI
AI Action Summit10118AIClara Chappaz1AIAIAI
Maddyness3
AIAIAI
3000
1OpenAISam AltmanAIAnthropicDario AmodeiMistra… [+387 chars]"
